----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
lw      $24    $0     -592
add     $9     $16    $19  
flt     $23    $30    $29  
fclass  $13    $6   
fsw     $8     $0     1592
srl     $8     $11    $2   
addi    $1     $0     1516
sub     $31    $27    $15  
lw      $29    $0     1580
sw      $15    $0     1012
sw      $19    $0     1088
sll     $21    $23    $16  
fadd    $29    $30    $29  
flt     $29    $25    $11  
flt     $24    $16    $3   
fsw     $17    $0     -1156
fsw     $15    $0     1896
sub     $17    $25    $10  
addi    $28    $0     668
add     $26    $21    $5   
fclass  $5     $10  
flt     $27    $19    $15  
fsw     $29    $0     560
lw      $3     $0     -1544
fadd    $8     $23    $0   
fsub    $21    $26    $15  
srl     $4     $29    $22  
sll     $23    $9     $19  
fsw     $13    $0     -1824
slt     $25    $18    $15  
fclass  $6     $0   
sw      $5     $0     -84
lw      $11    $0     -328
add     $11    $28    $25  
fsw     $30    $0     1572
sub     $8     $13    $26  
slt     $11    $12    $17  
sll     $8     $22    $21  
flt     $3     $2     $4   
add     $22    $4     $2   
slt     $16    $29    $1   
sub     $15    $23    $1   
fsub    $20    $22    $27  
fclass  $15    $3   
flw     $18    $0     772
lw      $7     $0     1976
fclass  $27    $27  
flw     $13    $0     1020
srl     $29    $14    $18  
flt     $12    $21    $7   
flw     $29    $0     -1192
flt     $21    $12    $9   
fsw     $2     $0     -844
flw     $15    $0     -1028
srl     $7     $3     $17  
srl     $1     $3     $16  
add     $5     $11    $0   
addi    $7     $0     812
fclass  $19    $25  
fclass  $29    $8   
slt     $31    $27    $16  
lw      $22    $0     -1276
slt     $2     $26    $0   
sw      $21    $0     -676
sub     $5     $5     $17  
fsub    $19    $16    $6   
slt     $24    $29    $25  
fsub    $18    $27    $9   
fclass  $22    $15  
sw      $17    $0     336
slt     $9     $30    $26  
lw      $10    $0     1224
srl     $12    $5     $0   
sll     $20    $6     $2   
slt     $18    $10    $16  
srl     $13    $13    $13  
flw     $24    $0     -816
flt     $1     $5     $5   
srl     $6     $23    $31  
fadd    $28    $19    $5   
fclass  $15    $4   
addi    $24    $0     572
srl     $15    $5     $21  
sw      $15    $0     -996
srl     $31    $23    $26  
sw      $17    $0     1940
sub     $10    $22    $24  
sub     $14    $30    $15  
fsub    $9     $16    $23  
srl     $23    $2     $12  
fclass  $12    $16  
flt     $15    $27    $13  
srl     $7     $0     $20  
fsub    $16    $11    $13  
add     $18    $13    $13  
sw      $16    $0     -1484
fsw     $11    $0     1964
fsub    $22    $4     $20  
fsw     $18    $0     -1532
lw      $8     $0     -684
sw      $0     $0     -1232
fsub    $23    $19    $25  
flw     $11    $0     -120
srl     $18    $3     $20  
srl     $21    $21    $2   
lw      $1     $0     -508
fclass  $15    $29  
srl     $15    $12    $30  
addi    $17    $0     -264
slt     $28    $2     $16  
flw     $1     $0     -688
lw      $22    $0     268
sub     $18    $7     $25  
srl     $24    $14    $27  
sw      $20    $0     -692
sll     $11    $27    $6   
sub     $1     $29    $19  
add     $31    $5     $13  
slt     $9     $2     $26  
sub     $7     $30    $5   
fadd    $24    $7     $26  
srl     $22    $6     $30  
srl     $16    $18    $3   
addi    $9     $0     -1652
fsub    $21    $23    $26  
srl     $10    $31    $15  
flt     $3     $2     $1   
slt     $2     $16    $11  
flt     $27    $12    $3   
slt     $22    $9     $20  
fadd    $27    $28    $27  
fclass  $6     $26  
flw     $27    $0     144
srl     $16    $30    $12  
fsub    $23    $30    $9   
flw     $28    $0     -288
srl     $27    $25    $3   
sll     $6     $13    $0   
flt     $4     $5     $3   
sub     $6     $5     $9   
sw      $1     $0     -1544
lw      $18    $0     -800
srl     $17    $13    $26  
sw      $22    $0     -728
fclass  $10    $16  
slt     $30    $26    $9   
fadd    $5     $25    $16  
fadd    $25    $29    $21  
sub     $13    $4     $26  
addi    $10    $0     -764
add     $2     $0     $29  
slt     $20    $0     $14  
fsw     $16    $0     -1124
sw      $24    $0     -272
sll     $18    $11    $31  
fadd    $18    $19    $28  
fclass  $2     $28  
flt     $25    $6     $21  
lw      $7     $0     -844
fsub    $10    $0     $21  
addi    $6     $0     -1260
flw     $11    $0     -456
addi    $3     $0     1756
lw      $18    $0     304
fsw     $3     $0     -372
sub     $9     $0     $12  
flt     $22    $28    $29  
fclass  $23    $6   
sub     $24    $12    $25  
flt     $12    $28    $24  
sub     $1     $9     $24  
fsw     $5     $0     100
flt     $22    $24    $5   
fsw     $31    $0     -1008
fsub    $29    $8     $13  
srl     $16    $23    $6   
flt     $29    $16    $12  
lw      $5     $0     1336
addi    $4     $0     956
fadd    $16    $14    $2   
addi    $10    $0     1948
lw      $5     $0     -1148
lw      $9     $0     1452
flt     $30    $21    $24  
fsw     $23    $0     500
fclass  $12    $4   
flt     $16    $0     $0   
flw     $14    $0     -60
fsub    $16    $21    $0   
flt     $18    $15    $27  
flt     $13    $29    $10  
flt     $22    $30    $17  
sll     $5     $14    $8   
add     $14    $0     $21  
sw      $24    $0     1520
sw      $8     $0     -988
add     $26    $0     $16  
fsw     $8     $0     588
fsw     $27    $0     -1164
sll     $1     $26    $11  
fclass  $10    $8   
lw      $21    $0     -804
sub     $11    $27    $19  
add     $5     $20    $29  
sw      $19    $0     1988
fsw     $22    $0     1228
fclass  $6     $26  
slt     $31    $0     $12  
add     $28    $16    $13  
fadd    $23    $26    $24  
fclass  $17    $31  
fsw     $16    $0     1484
sub     $2     $7     $21  
fsw     $14    $0     972
sw      $30    $0     -1176
sll     $31    $17    $15  
