----------------------
R-type  $rd  $r1  $r2 
I-type  $rd  $r1  im  
S-type  $r2  $r1  im  
B-type  $r1  $r2  im  
----------------------
addi    $0     $0     2044
addi    $0     $0     2044
addi    $0     $0     2044
fadd    $16    $3     $23  
flw     $4     $0     -1392
fsw     $0     $0     -896
fsw     $28    $0     1296
fadd    $30    $0     $5   
fsub    $14    $5     $27  
fsub    $11    $27    $15  
flw     $11    $0     -960
fsub    $26    $23    $18  
fsw     $21    $0     -484
fsub    $8     $5     $0   
fadd    $23    $6     $30  
fsub    $27    $18    $28  
fsw     $27    $0     -84
fsw     $8     $0     312
flw     $31    $0     380
fadd    $4     $11    $1   
fsub    $31    $30    $6   
fsw     $4     $0     1628
fsw     $11    $0     -468
fadd    $24    $9     $27  
flw     $2     $0     1768
fsub    $29    $15    $5   
flw     $15    $0     2004
flw     $31    $0     -2012
fsw     $25    $0     872
fadd    $17    $6     $14  
fadd    $14    $12    $12  
flw     $30    $0     1556
flw     $29    $0     -404
fsub    $16    $13    $13  
fsub    $23    $2     $27  
fsw     $0     $0     1520
fsub    $2     $0     $8   
fsub    $25    $5     $22  
fsw     $3     $0     -660
fadd    $9     $9     $12  
fsw     $30    $0     -704
fsw     $23    $0     -520
fsw     $10    $0     872
fsub    $28    $21    $9   
fsub    $20    $17    $1   
fsw     $4     $0     1044
fsub    $26    $0     $31  
fsw     $25    $0     -1224
flw     $3     $0     1848
fsw     $15    $0     624
fadd    $28    $21    $7   
flw     $5     $0     -1308
fsw     $14    $0     -1956
flw     $12    $0     -1344
flw     $10    $0     1632
fsw     $21    $0     564
fsw     $24    $0     -196
fsw     $27    $0     -1368
fsub    $8     $11    $29  
fadd    $10    $23    $0   
fsub    $27    $23    $23  
fadd    $21    $26    $3   
fsub    $13    $4     $19  
fadd    $11    $9     $24  
flw     $30    $0     540
fsub    $19    $1     $21  
flw     $28    $0     -1412
flw     $24    $0     -784
flw     $3     $0     -828
fsw     $24    $0     -288
fadd    $1     $9     $12  
fadd    $7     $4     $2   
flw     $21    $0     -1940
fsw     $1     $0     124
fadd    $30    $2     $11  
fadd    $28    $23    $23  
fsub    $3     $8     $1   
flw     $22    $0     256
fadd    $9     $30    $20  
fadd    $11    $25    $17  
fadd    $11    $17    $2   
flw     $2     $0     56
fsw     $13    $0     -140
fsw     $23    $0     -1540
fadd    $14    $27    $4   
fsub    $17    $3     $9   
fsub    $17    $6     $0   
flw     $25    $0     1484
fadd    $20    $1     $1   
fsub    $10    $1     $19  
fadd    $25    $13    $22  
fadd    $19    $28    $20  
fsub    $14    $16    $8   
fadd    $26    $17    $12  
fsw     $19    $0     -132
fsw     $27    $0     1808
flw     $28    $0     -1652
flw     $5     $0     536
fsub    $29    $1     $1   
fsub    $29    $31    $14  
fsub    $2     $1     $25  
fsub    $26    $27    $24  
fsub    $17    $14    $6   
fsw     $4     $0     328
flw     $6     $0     -192
flw     $12    $0     1876
flw     $20    $0     -1164
fadd    $25    $6     $18  
fadd    $24    $13    $25  
fsw     $2     $0     -1672
flw     $11    $0     620
fadd    $4     $12    $9   
fadd    $23    $21    $11  
flw     $16    $0     -136
fsw     $8     $0     -956
flw     $25    $0     1644
flw     $15    $0     -1992
fadd    $15    $24    $0   
flw     $15    $0     -360
flw     $17    $0     632
flw     $3     $0     28
fadd    $20    $15    $6   
fadd    $8     $16    $30  
fsw     $25    $0     -952
fsw     $4     $0     224
fsw     $14    $0     -1136
fsub    $31    $27    $0   
fadd    $15    $4     $23  
fsub    $20    $27    $18  
fadd    $3     $19    $12  
flw     $5     $0     1068
flw     $31    $0     640
fadd    $7     $5     $29  
flw     $17    $0     -1644
fadd    $1     $0     $7   
flw     $4     $0     400
fsw     $30    $0     -1336
fsw     $20    $0     -984
flw     $5     $0     392
fsub    $14    $19    $2   
fsub    $2     $17    $20  
flw     $28    $0     -944
flw     $8     $0     -1008
fsub    $22    $25    $2   
fsub    $25    $22    $26  
flw     $15    $0     -956
fsub    $19    $16    $11  
fsw     $13    $0     -96
fsw     $29    $0     -832
fsub    $7     $23    $28  
fsw     $31    $0     -1508
flw     $5     $0     1444
fsw     $23    $0     1548
fsub    $24    $5     $1   
fsw     $28    $0     1496
fsw     $1     $0     148
fsub    $26    $12    $26  
fsub    $21    $11    $22  
fadd    $29    $6     $3   
fadd    $3     $19    $30  
fsub    $22    $30    $17  
fsw     $17    $0     228
fadd    $7     $13    $19  
fsub    $6     $15    $24  
flw     $25    $0     -1888
fadd    $3     $13    $20  
fadd    $9     $30    $25  
fsub    $21    $13    $10  
fadd    $2     $22    $27  
fsw     $9     $0     1156
flw     $5     $0     -1860
flw     $19    $0     640
fadd    $17    $17    $16  
flw     $22    $0     1716
fadd    $4     $24    $22  
fsw     $30    $0     -940
fsub    $3     $5     $17  
fsw     $15    $0     -1936
fsw     $4     $0     -1460
fadd    $23    $26    $7   
fsw     $9     $0     1868
flw     $9     $0     -432
fadd    $25    $24    $11  
fsub    $3     $4     $21  
fsub    $23    $0     $31  
flw     $4     $0     1864
fadd    $29    $8     $29  
flw     $10    $0     840
flw     $2     $0     1800
fsw     $26    $0     -1660
fadd    $30    $6     $19  
fadd    $19    $6     $4   
fadd    $21    $18    $13  
fsw     $11    $0     176
fadd    $21    $18    $13  
fsw     $22    $0     -932
fadd    $8     $16    $14  
fsub    $30    $19    $15  
fsw     $18    $0     -1804
flw     $17    $0     964
flw     $23    $0     -476
flw     $3     $0     -1396
fsw     $25    $0     1064
fsub    $12    $12    $25  
flw     $7     $0     220
flw     $1     $0     904
flw     $7     $0     -1808
flw     $7     $0     -40
fsub    $2     $30    $28  
